,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage
72077,80466,Accident,2017-08-18,"Centerville, TN",United States,Non-Fatal,Substantial,Airplane,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction’s failure to maintain directional control during the landing roll and the flight instructor’s delayed remedial action.
",2017,Boeing-E75,2.0,0.0,0.0,100.0
72107,80498,Accident,2017-08-22,"McKellar, TN",United States,Non-Fatal,,Airplane,Bombardier,Cl 600 2C10,No,2.0,Turbo Fan,SCHD,0.0,9.0,2.0,63.0,IMC,,"An encounter with convective turbulence while maneuvering to avoid conflicting traffic.",2017,Bombardier-Cl 600 2C10,74.0,0.0,12.162162162162163,87.83783783783785
72123,80518,Accident,2017-08-26,"Delhi, India",India,Non-Fatal,Substantial,Airplane,Boeing,747,No,4.0,Turbo Fan,,0.0,0.0,0.0,6.0,UNK,,,2017,Boeing-747,6.0,0.0,0.0,100.0
72162,80564,Accident,2017-09-03,"Oshkosh, WI",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,1.0,0.0,1.0,VMC,,"The pilot’s overapplication of the brakes, which resulted in the biplane coming to rest inverted.
",2017,Boeing-A75N1Pt17,2.0,0.0,50.0,50.0
72164,80567,Accident,2017-09-04,"Santa Paula, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,1.0,1.0,0.0,VMC,,"A partial loss of engine power during initial climb for reasons that could not be determined based on the available information.  ",2017,Boeing-A75N1Pt17,2.0,0.0,50.0,50.0
72173,80579,Accident,2017-09-05,"Chochin, India",India,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,0.0,3.0,0.0,105.0,UNK,,,2017,Boeing-737,108.0,0.0,2.7777777777777777,97.2222222222222
72174,80580,Incident,2017-09-06,"Las Vegas, NV",United States,Non-Fatal,,Airplane,Boeing,757 232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,184.0,VMC,,"A No. 1 (left) engine undercowl fire caused by a fuel nozzle installation error during engine overhaul at Delta TechOps. A fuel nozzle b-nut was cross threaded, which allowed fuel to leak on hot engine case surfaces and subsequently ignite.",2017,Boeing-757 232,184.0,0.0,0.0,100.0
72201,80611,Accident,2017-09-12,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,767375,No,2.0,,SCHD,0.0,0.0,0.0,140.0,VMC,,the B737 flight crew's misjudgment of the clearance between their wingtip and the B767 horizontal stabilizer.,2017,Boeing-767375,140.0,0.0,0.0,100.0
72207,80617,Accident,2017-09-13,"Charlotte, NC",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl 600 2B19,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,34.0,VMC,,the tug operator's initiation of a right turn onto the perpendicular terminal road in proximity to the airplane.,2017,Bombardier-Cl 600 2B19,34.0,0.0,0.0,100.0
72208,80618,Accident,2017-09-13,"Adelaide, Australia",Australia,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,0.0,UNK,,,2017,Boeing-737,1.0,0.0,0.0,100.0
72230,80647,Incident,2017-09-17,"Aqaba, Jordan",Jordan,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,132.0,UNK,,,2017,Boeing-737,132.0,0.0,0.0,100.0
72232,80649,Incident,2017-09-19,"Mumbai, India",India,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,189.0,UNK,,,2017,Boeing-737,189.0,0.0,0.0,100.0
72250,80673,Incident,2017-09-23,"Osaka, Japan",Japan,Non-Fatal,Minor,Airplane,Boeing,777,No,,,SCHD,0.0,0.0,0.0,321.0,UNK,,,2017,Boeing-777,321.0,0.0,0.0,100.0
72257,80684,Accident,2017-09-25,"Sioux City, IA",United States,Non-Fatal,,Airplane,Boeing,7378H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,172.0,UNK,,the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.,2017,Boeing-7378H4,173.0,0.0,0.0,100.0
72270,80698,Incident,2017-09-28,"Luga, Malta",Malta,Non-Fatal,,Airplane,Boeing,737,No,,,NSCH,0.0,0.0,0.0,142.0,UNK,,,2017,Boeing-737,142.0,0.0,0.0,100.0
72274,80703,Accident,2017-09-28,"Skagit, WA",United States,Non-Fatal,Substantial,Airplane,Boeing,Pt 13,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,"The pilot’s failure to maintain clearance from airport lighting during the landing roll.
",2017,Boeing-Pt 13,1.0,0.0,0.0,100.0
72289,80720,Accident,2017-10-02,"Chicago, IL",United States,Non-Fatal,Substantial,Airplane,Boeing,737 7H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,84.0,VMC,,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",2017,Boeing-737 7H4,84.0,0.0,0.0,100.0
72326,80767,Accident,2017-10-15,"Honolulu, HI",United States,Non-Fatal,,Airplane,Boeing,767 328,No,2.0,Turbo Fan,,0.0,0.0,1.0,11.0,UNK,,an inadvertent encounter of clear air turbulence.,2017,Boeing-767 328,12.0,0.0,0.0,100.0
72349,80796,Accident,2017-10-22,"Tokyo, Japan",Japan,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,0.0,UNK,,,2017,Boeing-737,1.0,0.0,0.0,100.0
72420,80882,Accident,2017-11-19,"Rosamond, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The pilot’s failure to maintain directional control during the landing roll.
",2017,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
72422,80884,Incident,2017-11-19,"Guayaquil, Spain",Spain,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,86.0,UNK,,,2017,Boeing-737,86.0,0.0,0.0,100.0
72423,80885,Accident,2017-11-19,"Los Angeles, CA",United States,Non-Fatal,,Airplane,Boeing,737 7H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,5.0,VMC,,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,2017,Boeing-737 7H4,5.0,0.0,0.0,100.0
72437,80901,Incident,2017-11-22,"Foz do Iguacu County, Brazil",Brazil,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,125.0,UNK,,,2017,Boeing-737,125.0,0.0,0.0,100.0
72453,80925,Incident,2017-11-29,"Atlanta, GA",United States,Non-Fatal,,Airplane,Boeing,737932Er,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,169.0,UNK,,,2017,Boeing-737932Er,169.0,0.0,0.0,100.0
72454,80926,Accident,2017-11-29,"Bogota, Colombia",Colombia,Non-Fatal,,Airplane,Boeing,757 224,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,157.0,UNK,,,2017,Boeing-757 224,158.0,0.0,0.0,100.0
72466,80941,Accident,2017-12-03,"Chino, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The pilot’s failure to maintain directional control during a touch-and-go landing.
",2017,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
72497,80978,Incident,2017-12-13,"Cusco, Peru",Peru,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,73.0,UNK,,,2017,Boeing-737,73.0,0.0,0.0,100.0
72550,81037,Incident,2017-12-30,"Pullman, WA",United States,Non-Fatal,,Airplane,Bombardier,Dhc 8 402,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,46.0,IMC,,the flight crew's misidentification of the taxiway as the landing runway due to the failure of the runway lighting that caused only the taxiway lights to be illuminated.,2017,Bombardier-Dhc 8 402,46.0,0.0,0.0,100.0
72605,81107,Incident,2018-01-25,"Lima, Peru",Peru,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,99.0,UNK,,,2018,Boeing-737,99.0,0.0,0.0,100.0
72660,81178,Incident,2018-02-13,"Honolulu, HI",United States,Non-Fatal,Minor,Airplane,Boeing,777 222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,378.0,VMC,,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",2018,Boeing-777 222,378.0,0.0,0.0,100.0
72673,81195,Incident,2018-02-18,"Ballina/Byron Gateway Aerodome, Australia",Australia,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,174.0,UNK,,,2018,Boeing-737,174.0,0.0,0.0,100.0
72785,81327,Incident,2018-03-29,"Chek Lap Kok, Hong Kong",Hong Kong,Non-Fatal,,Airplane,Boeing,747,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,5.0,UNK,,,2018,Boeing-747,5.0,0.0,0.0,100.0
72787,81329,Incident,2018-03-29,"Mexico City, Mexico",Mexico,Non-Fatal,,Airplane,Boeing,757,No,,,NSCH,0.0,0.0,0.0,2.0,UNK,,,2018,Boeing-757,2.0,0.0,0.0,100.0
72809,81357,Incident,2018-04-06,"Rio de Janeiro, Brazil",Brazil,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,173.0,UNK,,,2018,Boeing-737,173.0,0.0,0.0,100.0
72821,81372,Incident,2018-04-11,"Lahore, Pakistan",Pakistan,Non-Fatal,Minor,Airplane,Boeing,737,No,,,NSCH,0.0,0.0,0.0,6.0,UNK,,,2018,Boeing-737,6.0,0.0,0.0,100.0
72827,81379,Incident,2018-04-12,"Mexico City, Mexico",Mexico,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,48.0,UNK,,,2018,Boeing-737,48.0,0.0,0.0,100.0
72838,81399,Accident,2018-04-17,"Philadelphia, PA",United States,Fatal,Substantial,Airplane,Boeing,737 7H4,No,2.0,Turbo Fan,SCHD,1.0,125.0,8.0,6.0,VMC,,"A low-cycle fatigue crack in the dovetail of fan blade No. 13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",2018,Boeing-737 7H4,140.0,0.7142857142857143,89.2857142857143,10.0
72845,81408,Incident,2018-04-18,"Cuzco, Peru",Peru,Non-Fatal,,Airplane,Boeing,737 500,No,2.0,,SCHD,0.0,0.0,0.0,46.0,UNK,,,2018,Boeing-737 500,46.0,0.0,0.0,100.0
72846,81409,Incident,2018-04-18,"unknown, Mexico",Mexico,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,115.0,UNK,,,2018,Boeing-737,115.0,0.0,0.0,100.0
72896,81472,Incident,2018-04-30,"Bangkok, Thailand",Thailand,Non-Fatal,,Airplane,Boeing,777,No,,,SCHD,0.0,0.0,0.0,352.0,UNK,,,2018,Boeing-777,352.0,0.0,0.0,100.0
72898,81474,Accident,2018-05-01,"Queens, NY",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl600 2D24,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,276.0,VMC,,the failure of the captain of Delta 212 to ensure adequate clearance while taxiing behind Endeavor 3413.,2018,Bombardier-Cl600 2D24,276.0,0.0,0.0,100.0
72905,81485,Incident,2018-05-02,"Bangkok, Thailand",Thailand,Non-Fatal,,Airplane,Boeing,737,No,,,NSCH,0.0,0.0,0.0,5.0,UNK,,,2018,Boeing-737,5.0,0.0,0.0,100.0
72908,81489,Incident,2018-05-03,"Guayaquil, Spain",Spain,Non-Fatal,,Airplane,Boeing,767 323,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,181.0,UNK,,,2018,Boeing-767 323,181.0,0.0,0.0,100.0
72929,81516,Accident,2018-05-07,"Baltimore, MD",United States,Non-Fatal,Substantial,Airplane,Boeing,7378H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,179.0,VMC,,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,2018,Boeing-7378H4,179.0,0.0,0.0,100.0
72966,81564,Accident,2018-05-16,"Eden Prairie, MN",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The pilot’s failure to maintain directional control during landing in crosswind conditions.
",2018,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
72975,81573,Accident,2018-05-18,"Havana, Cuba",Cuba,Fatal,Destroyed,Airplane,Boeing,737,No,,Turbo Fan,SCHD,112.0,0.0,1.0,0.0,UNK,,,2018,Boeing-737,113.0,99.1150442477876,0.0,0.8849557522123894
73085,81705,Accident,2018-06-10,"Decatur, TX",United States,Non-Fatal,,Airplane,Boeing,777 223,No,2.0,Turbo Fan,SCHD,0.0,7.0,1.0,261.0,UNK,,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,2018,Boeing-777 223,269.0,0.0,2.6022304832713754,97.39776951672864
73087,81707,Accident,2018-06-10,"Crete, Greece",Greece,Non-Fatal,Substantial,Airplane,Boeing,737 800,No,2.0,,SCHD,0.0,0.0,0.0,173.0,UNK,,,2018,Boeing-737 800,173.0,0.0,0.0,100.0
73092,81712,Accident,2018-06-11,"Harbin, China",China,Non-Fatal,,Airplane,Boeing,7879,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,290.0,UNK,,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",2018,Boeing-7879,292.0,0.0,0.3424657534246575,99.65753424657534
73093,81714,Incident,2018-06-12,"Otopeni, Romania",Romania,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,106.0,UNK,,,2018,Boeing-737,106.0,0.0,0.0,100.0
73095,81716,Accident,2018-06-12,"Phoenix, AZ",United States,Non-Fatal,,Airplane,Boeing,7378H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,5.0,UNK,,a passenger bumping into a flight attendant who was holding a hot liquid.,2018,Boeing-7378H4,6.0,0.0,0.0,100.0
73115,81736,Accident,2018-06-15,"WAUKEGAN, IL",United States,Non-Fatal,Substantial,Airplane,Boeing,B75,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The flight instructor’s improper landing flare, which resulted in a bounced landing and subsequent loss of directional control.  ",2018,Boeing-B75,2.0,0.0,0.0,100.0
73156,81778,Incident,2018-06-21,"Chicago, IL",United States,Non-Fatal,,Airplane,Boeing,747,No,,,SCHD,0.0,0.0,0.0,4.0,IMC,,,2018,Boeing-747,4.0,0.0,0.0,100.0
73178,81804,Incident,2018-06-26,"Koln, Germany",Germany,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,157.0,UNK,,,2018,Boeing-737,157.0,0.0,0.0,100.0
73197,81823,Incident,2018-06-29,"Narita, Japan",Japan,Non-Fatal,Minor,Airplane,Boeing,777,No,,,,0.0,0.0,0.0,16.0,UNK,,,2018,Boeing-777,16.0,0.0,0.0,100.0
73221,81849,Incident,2018-07-03,"Nassau, Bahamas",Bahamas,Non-Fatal,,Airplane,Boeing,737 300,No,2.0,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2018,Boeing-737 300,3.0,0.0,0.0,100.0
73257,81891,Incident,2018-07-11,"Djerba, Tunisia",Tunisia,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,34.0,UNK,,,2018,Boeing-737,34.0,0.0,0.0,100.0
73289,81932,Accident,2018-07-16,"Confins county, Brazil",Brazil,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,142.0,UNK,,,2018,Boeing-737,142.0,0.0,0.0,100.0
73290,81933,Accident,2018-07-16,"Iguazu Province of Misiones, Argentina",Argentina,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,71.0,UNK,,,2018,Boeing-737,71.0,0.0,0.0,100.0
73348,82002,Accident,2018-07-27,"Portsmouth, NH",United States,Non-Fatal,Substantial,Airplane,Boeing,767,No,2.0,Turbo Fan,NSCH,0.0,0.0,0.0,250.0,VMC,,"an improper landing flare technique and the lack of the appropriate bounced landing recovery procedure.",2018,Boeing-767,250.0,0.0,0.0,100.0
73375,82036,Accident,2018-07-31,"Philadelphia, PA",United States,Non-Fatal,Substantial,Airplane,Boeing,757,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,181.0,VMC,,"The captain's improper control of the airplane during the landing flare.
 ",2018,Boeing-757,181.0,0.0,0.0,100.0
73503,82188,Accident,2018-08-24,"Philadelphia, PA",United States,Non-Fatal,,Airplane,Boeing,757,No,,,SCHD,0.0,0.0,0.0,177.0,UNK,,"The ground service employee's inadvertent fall near the nose wheel during pushback.",2018,Boeing-757,177.0,0.0,0.0,100.0
73535,82223,Incident,2018-08-30,"Hong Kong, Hong Kong",Hong Kong,Non-Fatal,Minor,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2018,Boeing-747,3.0,0.0,0.0,100.0
73544,82234,Accident,2018-09-01,"Sochi, Russia",Russia,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,,0.0,6.0,0.0,166.0,UNK,,,2018,Boeing-737,172.0,0.0,3.4883720930232562,96.51162790697676
73556,82247,Accident,2018-09-01,"Culpeper, VA",United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground-loop.

",2018,Boeing-B75N1,2.0,0.0,0.0,100.0
73586,82279,Accident,2018-09-06,"New York, NY",United States,Non-Fatal,,Airplane,Boeing,757,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,112.0,UNK,,,2018,Boeing-757,113.0,0.0,0.0,100.0
73603,82302,Accident,2018-09-11,"Phoenix, AZ",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,1.0,2.0,VMC,,an inadvertent encounter with wake turbulence.,2018,Boeing-737,3.0,0.0,0.0,100.0
73621,82324,Incident,2018-09-16,"Frankfurt, Germany",Germany,Non-Fatal,Minor,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,2.0,UNK,,,2018,Boeing-747,2.0,0.0,0.0,100.0
73633,82339,Incident,2018-09-20,"Mumbai, India",India,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,173.0,UNK,,,2018,Boeing-737,173.0,0.0,0.0,100.0
73650,82359,Accident,2018-09-24,"Newark, NJ",United States,Non-Fatal,,Airplane,Boeing,757,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,176.0,UNK,,the catering cart striking the flight attendant's foot.,2018,Boeing-757,177.0,0.0,0.0,100.0
73658,82368,Incident,2018-09-26,"Chattogram, Bangladesh",Bangladesh,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,173.0,UNK,,,2018,Boeing-737,173.0,0.0,0.0,100.0
73663,82373,Accident,2018-09-28,"Chuuk, Micronesia (Federated States of)",Micronesia,Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,1.0,11.0,4.0,31.0,UNK,,,2018,Boeing-737,47.0,2.127659574468085,23.40425531914893,74.46808510638297
73685,82398,Incident,2018-10-02,"Zagreb, Croatia",Croatia,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,1.0,0.0,179.0,UNK,,,2018,Boeing-737,180.0,0.0,0.5555555555555556,99.44444444444444
73715,82430,Incident,2018-10-08,"Bangkok, Thailand",Thailand,Non-Fatal,Minor,Airplane,Boeing,747,No,,,,0.0,0.0,0.0,116.0,UNK,,,2018,Boeing-747,116.0,0.0,0.0,100.0
73719,82437,Accident,2018-10-11,"San Jose, CA",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,121.0,VMC,,,2018,Boeing-737,122.0,0.0,0.0,100.0
73738,82467,Accident,2018-10-15,"Albany, NY",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,1.0,142.0,IMC,,,2018,Boeing-737,143.0,0.0,0.0,100.0
73740,82469,Incident,2018-10-15,"New Delhi, India",India,Non-Fatal,,Airplane,Boeing,777,No,,,SCHD,0.0,0.0,1.0,0.0,UNK,,,2018,Boeing-777,1.0,0.0,0.0,100.0
73753,82487,Incident,2018-10-20,"Hong Kong, China",China,Non-Fatal,,Airplane,Boeing,787,No,,,,0.0,0.0,0.0,207.0,UNK,,,2018,Boeing-787,207.0,0.0,0.0,100.0
73783,82523,Accident,2018-10-29,"Jakarta, Indonesia",Indonesia,Fatal,Destroyed,Airplane,Boeing,737,No,,,SCHD,188.0,0.0,0.0,0.0,UNK,,,2018,Boeing-737,188.0,100.0,0.0,0.0
73806,82555,Accident,2018-11-07,"Halifax, Canada",Canada,Non-Fatal,Substantial,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,4.0,UNK,,,2018,Boeing-747,4.0,0.0,0.0,100.0
73839,82594,Incident,2018-11-17,"Buenos Aires, Argentina",Argentina,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,150.0,UNK,,,2018,Boeing-737,150.0,0.0,0.0,100.0
73851,82609,Incident,2018-11-22,"La Paz, Saint Barthelemy",Saint Barthelemy,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,127.0,UNK,,,2018,Boeing-737,127.0,0.0,0.0,100.0
73870,82631,Incident,2018-11-28,"Manaus, Brazil",Brazil,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,44.0,UNK,,,2018,Boeing-737,44.0,0.0,0.0,100.0
73887,82650,Accident,2018-12-03,"Chicago, IL",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,1.0,146.0,VMC,,,2018,Boeing-737,147.0,0.0,0.0,100.0
73888,82651,Accident,2018-12-04,"SUNNS intersection, Osaka, Japan",Japan,Non-Fatal,,Airplane,Boeing,767,No,2.0,,SCHD,0.0,2.0,1.0,92.0,UNK,,,2018,Boeing-767,95.0,0.0,2.1052631578947367,97.89473684210527
73892,82655,Incident,2018-12-06,"Burbank, CA",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,117.0,UNK,,,2018,Boeing-737,117.0,0.0,0.0,100.0
73951,82731,Incident,2019-01-03,"Lagos, Nigeria",Nigeria,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,119.0,UNK,,,2019,Boeing-737,119.0,0.0,0.0,100.0
74007,82799,Accident,2019-01-29,"Tuscaloosa, AL",United States,Non-Fatal,Substantial,Airplane,Boeing,727 200,No,3.0,Turbo Fan,NSCH,0.0,0.0,0.0,4.0,VMC,,the captain's decision to continue the landing with an unsafe gear indication.,2019,Boeing-727 200,4.0,0.0,0.0,100.0
74018,82813,Accident,2019-02-03,"Pacific Ocean, PO",United States,Non-Fatal,,Airplane,Boeing,787,No,,,SCHD,0.0,0.0,1.0,220.0,VMC,,,2019,Boeing-787,221.0,0.0,0.0,100.0
74020,82815,Accident,2019-02-05,"Bluefields, Niue",Niue,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,1.0,1.0,117.0,VMC,,,2019,Boeing-737,119.0,0.0,0.8403361344537815,99.15966386554622
74032,82829,Incident,2019-02-10,"Nurenburg, Germany",Germany,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,1.0,0.0,185.0,UNK,,,2019,Boeing-737,186.0,0.0,0.5376344086021506,99.46236559139786
74049,82850,Accident,2019-02-18,"Franklin, TN",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,143.0,IMC,,"an encounter with convective turbulence during descent.",2019,Boeing-737,145.0,0.0,0.6896551724137931,99.3103448275862
74056,82857,Incident,2019-02-21,"Orlando, FL",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,181.0,UNK,,"A No. 1 (left) engine high pressure compressor stage 2 blade separation. The blade separated due to a mixed-mode fatigue crack that originated on a blade disk post and was initiated by a misaligned (out-of-schedule) high pressure compressor stage 1 variable stator vane that was missing a washer and retaining nut on the vane trunnion stem.

 

 

 
",2019,Boeing-737,181.0,0.0,0.0,100.0
74066,82868,Accident,2019-02-23,"Trinity Bay, TX",United States,Fatal,Destroyed,Airplane,Boeing,767,No,2.0,Turbo Fan,NSCH,3.0,0.0,0.0,0.0,IMC,,"The inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain's failure to adequately monitor the airplane's flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry's selection and performance measurement practices, which failed to address the first officer's aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration's failure to implement the pilot records database in a sufficiently robust and timely manner.",2019,Boeing-767,3.0,100.0,0.0,0.0
74073,82878,Accident,2019-02-27,"Honolulu, HI",United States,Non-Fatal,,Airplane,Boeing,777,No,2.0,,SCHD,0.0,1.0,1.0,217.0,VMC,,,2019,Boeing-777,219.0,0.0,0.45662100456620996,99.54337899543378
74107,82921,Accident,2019-03-10,"Addis Ababa, Ethiopia",Ethiopia,Fatal,Destroyed,Airplane,Boeing,737,No,,,,157.0,0.0,0.0,0.0,UNK,,,2019,Boeing-737,157.0,100.0,0.0,0.0
74108,82922,Accident,2019-03-10,"Charlotte, NC",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl 600 2C10,No,,,SCHD,0.0,1.0,0.0,130.0,IMC,,,2019,Bombardier-Cl 600 2C10,131.0,0.0,0.7633587786259541,99.23664122137406
74112,82926,Accident,2019-03-11,"Atlanta, GA",United States,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,406.0,VMC,,,2019,Boeing-737,406.0,0.0,0.0,100.0
74200,83032,Accident,2019-04-12,"Fort Meyers, FL",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,1.0,107.0,VMC,,,2019,Boeing-737,108.0,0.0,0.0,100.0
74256,83103,Incident,2019-04-28,"Johannesburg, South Africa",South Africa,Non-Fatal,,Airplane,Boeing,767,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,104.0,UNK,,,2019,Boeing-767,104.0,0.0,0.0,100.0
